author,length,likes,source,tags,title
    Kurt Vonnegut  ,133,227,life,"examined-life,life,meaning-of-life,plato,socrates,unexamined-life",      “Plato says that the unexamined life is not worth living. But what if the examined life turns out to be a clunker as well?”  
    Roy T. Bennett  ,137,224,life,"challenge,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,strong","      “Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.”  "
    Mario Puzo  ,85,224,life,life,      “Accidents don't happen to people who take accidents as a personal insult.”  
    Becca Fitzpatrick  ,71,220,life,"bad-things-happen,crescendo,fallen-angel,good-things,life,patch",      “Sometimes bad things have to happen before good things can.”  
    Anthony Robbins  ,70,220,life,"life,wisdom","      “The path to success is to take massive, determined action.”  "
    Tom Hiddleston  ,486,220,life,"dreaming,honesty,life,tom-hiddleston","      “Never stop. Never stop fighting. Never stop dreaming. And don’t be afraid of wearing your heart on your sleeve - in declaring the films that you love, the films that you want to make, the life that you’ve had, and the lives you can help reflect in cinema. For myself, for a long time… maybe I felt inauthentic or something, I felt like my voice wasn’t worth hearing, and I think everyone’s voice is worth hearing. So if you’ve got something to say, say it from the rooftops.”  "
    Sigmund Freud  ,134,219,life,"action,human-being,life,personality,prediction,reaction,sex",      “The behavior of a human being in sexual matters is often a prototype for the whole of his other modes of reaction in life.”  
    Patrick Ness  ,74,217,life,"lie,life","      “We have to lie to ourselves to live. Otherwise, we'd go crazy.”  "
    Tim Burton  ,28,216,life,life,"      “Son, are you happy? "
    Louis C.K.  ,227,216,life,"feelings,fine,life,okay,unsure",      “You’ll be fine. You’re 25. Feeling [unsure] and lost is part of your path. Don’t avoid it. See what those feelings are showing you and use it. Take a breath. You’ll be okay. Even if you don’t feel okay all the time.”  
    Nick Flynn  ,683,213,life,"143,life,torture","      “Here's a secret: Everyone, if they live long enough, will lose their way at some point. You will lose your way, you will wake up one morning and find yourself lost. This is a hard, simple truth. If it hasn't happened to you yet, consider yourself lucky. When it does, when one day you look around and nothing is recognizable, when you find yourself alone in a dark wood having lost the way, you may find it easier to blame it on someone else -- an errant lover, a missing father, a bad childhood -- or it may be easier to blame the map you were given -- folded too many times, out-of-date, tiny print -- but mostly, if you are honest, you will only be able to blame yourself."
    Roy T. Bennett  ,188,209,life,"inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,kindness,life,life-and-living,life-lessons,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking","      “If you have kindness in your heart, you offer acts of kindness to touch the hearts of others wherever you go—whether they are random or planned. Kindness becomes a way of life.”  "
    Hilary Duff  ,143,209,life,"hide,life","      “I can’t really act the way I want to act, or say what I want to say all the time. And a lot of times, I cover that up with a smile.”  "
    Rick Riordan  ,204,425,humor,"food,horse,humor,percy-jackson,poseidon,seafood","      “As I got closer to the fence, I held my shirt over my nose to block the smell. One stallion waded through the muck and whinnied angrily at me. He bared his teeth, which were pointed like a bear's."
    J.K. Rowling  ,105,387,humor,humor,"      “Do I look stupid?"" snarled Uncle Vernon, a bit of fried egg dangling from his bushy mustache.”  "
    Rick Riordan  ,246,375,humor,"heroes-of-olympus,humor,percy-jackson,percy-jackson-and-the-olympians,the-mark-of-athena,war-council","      “The meeting was like a war council with donuts. Then again, back at Camp Half-Blood they used to have their most serious discussions around the Ping-Pong table in the rec room with crackers and Cheez Whiz, so Percy felt right at home.”  "
    James Patterson  ,26,314,humor,"blindness,humor,maximum-ride",      “And you're blind?
    J.R. Ward  ,126,306,humor,"fiction,humor,paranormal,rhage,romance,vampire","      “V shook his head. “Remember what you saw in that clearing, cop? How’d you like that anywhere near a female you loved?”"
    Cassandra Clare  ,196,296,humor,"funny,humor,shadowhunters","      “Don't you think 'Mark is kind of a weird name for a Shadowhunter?"" Julian was saying as Emma approached. ""I mean, if you really think about it. It's confusing. 'Put a Mark on me, Mark.”  "
    Linda Howard  ,50,262,humor,"humor,menstration,periods,women","      “Is it time for your period, or something?"
    Charles Schultz  ,136,259,humor,"education,humor",      “I know the answer! The answer lies within the heart of all mankind! The answer is twelve? I think I'm in the wrong building.”  
    Stephen Colbert  ,207,243,humor,"family,fatherhood,humor,parenting,role-models,satire","      “A father has to be a provider, a teacher, a role model, but most importantly, a distant authority figure who can never be pleased. Otherwise, how will children ever understand the concept of God?”  "
    Lisa Kleypas  ,52,237,humor,humor,"      “Glaring at the doctor, Kev spoke in Romany. "
    Dylan Thomas  ,81,232,humor,"alcoholic,definitions,humor,substance-abuse","      “An alcoholic is someone you don't like, who drinks as much as you do.”  "
    Steve Martin  ,144,221,humor,"criticize,empathy,funny,humor","      “Before you criticize a man, walk a mile in his shoes. That way, when you do criticize him, you'll be a mile away and have his shoes.”  "
    Ramona Quimby as written by Beverly Cleary  ,92,219,humor,"humor,librarians,spelling","      “If she can't spell, why is she a librarian? Librarians should know how to spell.”  "
    Janet Dailey  ,45,216,humor,"humor,procrastination",      “Someday is not a day of the week.”  
    Rick Riordan  ,46,214,humor,"funny,humor,leo-i-love-you-ok,lol,trust","      “Leo,” Hazel gasped, “I can’t—my arms—”"
    Eugene Ionesco  ,155,206,humor,"humor,writer","      “Why do people always expect authors to answer questions? I am an author because I want to ask questions. If I had answers, I'd be a politician.”  "
